chr pos between within.both pubescens formosa
Chr_03 1350000 0.12485385 0.1085477785 0.091078481 0.126017076
Chr_03 1400000 0.1289808888 0.1087394895 0.093143404 0.124335575
Chr_03 1450000 0.1226144852 0.10401771 0.091991535 0.116043885
Chr_03 1500000 0.1196176084 0.1016854705 0.08801 0.115360941
Chr_03 1550000 0.1260667912 0.107407199 0.092625802 0.122188596
Chr_03 1600000 0.1209247336 0.1038698675 0.09427868 0.113461055
Chr_03 1650000 0.1238222456 0.104173158 0.094383611 0.113962705
Chr_03 1700000 0.1285931324 0.1115745095 0.099924528 0.123224491
Chr_03 1750000 0.1120431104 0.1056379425 0.095570116 0.115705769
Chr_03 1800000 0.1111267788 0.102487262 0.095087113 0.109887411
Chr_03 1850000 0.1305629664 0.109993165 0.104091153 0.115895177
Chr_03 1900000 0.1168080268 0.099079761 0.093717424 0.104442098
Chr_03 1950000 0.1085126268 0.092936005 0.084354596 0.101517414
Chr_03 2000000 0.1171306216 0.0958972595 0.085269019 0.1065255
Chr_03 2050000 0.1320519168 0.1019234725 0.092050151 0.111796794
Chr_03 2100000 0.1266865108 0.1045379455 0.091070519 0.118005372
Chr_03 2150000 0.1177691136 0.106841556 0.095647342 0.11803577
Chr_03 2200000 0.1252521708 0.1098835865 0.102701008 0.117066165
Chr_03 2250000 0.1315703836 0.1103951395 0.100627211 0.120163068
Chr_03 2300000 0.1502213492 0.113460153 0.098328879 0.128591427
Chr_03 2350000 0.1261185784 0.1021483235 0.091199012 0.113097635
Chr_03 2400000 0.1144178192 0.097484784 0.089315945 0.105653623
Chr_03 2450000 0.1360157092 0.107839896 0.098107019 0.117572773
Chr_03 2500000 0.1474599968 0.110777603 0.096467678 0.125087528
Chr_03 2550000 0.1589161684 0.111454412 0.096460614 0.12644821
Chr_03 2600000 0.173408082 0.1113433285 0.097762498 0.124924159
Chr_03 2650000 0.1790896248 0.1081410195 0.098265068 0.118016971
Chr_03 2700000 0.1507929588 0.1038353605 0.095999197 0.111671524
Chr_03 2750000 0.145991722 0.100916638 0.093194617 0.108638659
Chr_03 2800000 0.1728734908 0.1003136215 0.09317136 0.107455883
Chr_03 2850000 0.16444672 0.102348008 0.090537765 0.114158251
Chr_03 2900000 0.1097300784 0.08814019 0.074341562 0.101938818
Chr_03 2950000 0.1045557004 0.088743177 0.076778052 0.100708302
Chr_03 3000000 0.111963892 0.0974199665 0.086616948 0.108222985
Chr_03 3050000 0.1177231796 0.099007603 0.086325145 0.111690061
Chr_03 3100000 0.1229175708 0.0935666875 0.081110594 0.106022781
Chr_03 3150000 0.1116279444 0.0906720975 0.081292124 0.100052071
Chr_03 3200000 0.1035691036 0.0925948335 0.088393628 0.096796039
Chr_03 3250000 0.1605327064 0.09518506 0.092543271 0.097826849
Chr_03 3300000 0.3510820148 0.110465675 0.112040875 0.108890475
Chr_03 3350000 0.3168989608 0.1093216895 0.110138479 0.1085049
Chr_03 3400000 0.1202513852 0.104617451 0.101077888 0.108157014
Chr_03 3450000 0.1137622256 0.1002972 0.093506485 0.107087915
Chr_03 3500000 0.1205574872 0.100545704 0.087593465 0.113497943
Chr_03 3550000 0.1233727312 0.1045483165 0.092478604 0.116618029
Chr_03 3600000 0.1250196828 0.1071288265 0.095113406 0.119144247
Chr_03 3650000 0.1390953088 0.1095957095 0.094563278 0.124628141
Chr_03 3700000 0.1361331532 0.105525805 0.091586187 0.119465423
Chr_03 3750000 0.1250588996 0.0957226545 0.084951513 0.106493796
Chr_03 3800000 0.1305237056 0.0984089015 0.086115394 0.110702409
Chr_03 3850000 0.1659985008 0.1081291815 0.093009626 0.123248737
Chr_03 3900000 0.1758355304 0.1152213 0.101624557 0.128818043
Chr_03 3950000 0.1333710088 0.1135025465 0.09957186 0.127433233
Chr_03 4000000 0.116173196 0.101231866 0.087939666 0.114524066
Chr_03 4050000 0.1215925416 0.098126218 0.08408845 0.112163986
Chr_03 4100000 0.147008204 0.1135398115 0.097728716 0.129350907
Chr_03 4150000 0.1383938644 0.1103451005 0.094400741 0.12628946
Chr_03 4200000 0.1181646224 0.0976641525 0.083932168 0.111396137
Chr_03 4250000 0.1228352812 0.099102809 0.087037234 0.111168384
Chr_03 4300000 0.111306814 0.095097751 0.086191041 0.104004461
Chr_03 4350000 0.1046345664 0.0944454995 0.08537915 0.103511849
Chr_03 4400000 0.1157277632 0.1015149385 0.085922526 0.117107351
Chr_03 4450000 0.1205152792 0.0994968795 0.086192449 0.11280131
Chr_03 4500000 0.1198751252 0.10035682 0.089828215 0.110885425
Chr_03 4550000 0.1255508552 0.107027865 0.099790634 0.114265096
Chr_03 4600000 0.1296911176 0.110106247 0.100225757 0.119986737
Chr_03 4650000 0.1273084776 0.107389421 0.097066642 0.1177122
Chr_03 4700000 0.125586006 0.1029040585 0.096442734 0.109365383
Chr_03 4750000 0.1276945552 0.1043798465 0.096547634 0.112212059
Chr_03 4800000 0.1191167004 0.101136591 0.094020391 0.108252791
Chr_03 4850000 0.1155359744 0.101898368 0.093840929 0.109955807
Chr_03 4900000 0.1268619908 0.1065541445 0.092963549 0.12014474
Chr_03 4950000 0.1337253032 0.1058211395 0.089268026 0.122374253
Chr_03 5000000 0.12673768 0.0977329225 0.086170166 0.109295679
Chr_03 5050000 0.1328649004 0.094508617 0.08245565 0.106561584
Chr_03 5100000 0.1421621416 0.095806363 0.082685682 0.108927044
Chr_03 5150000 0.1296957656 0.0909297345 0.08036719 0.101492279
Chr_03 5200000 0.1752016464 0.1121318145 0.066031658 0.158231971
Chr_03 5250000 0.1437678472 0.0975781725 0.071952819 0.123203526
Chr_03 5300000 0.1664737976 0.107162194 0.095991493 0.118332895
Chr_03 5350000 0.1538264792 0.1090248575 0.094119334 0.123930381
Chr_03 5400000 0.1300154368 0.109576619 0.091222984 0.127930254
Chr_03 5450000 0.1293634476 0.1087667095 0.096724108 0.120809311
Chr_03 5500000 0.1332337608 0.110280372 0.097930706 0.122630038
Chr_03 5550000 0.1310463784 0.1089812475 0.095163934 0.122798561
Chr_03 5600000 0.1147930608 0.093782606 0.085275829 0.102289383
Chr_03 5650000 0.1136661568 0.0940017375 0.087927866 0.100075609
Chr_03 5700000 0.1296747756 0.103488767 0.089534732 0.117442802
Chr_03 5750000 0.1333004408 0.1072373375 0.089576642 0.124898033
Chr_03 5800000 0.1377397756 0.1050172555 0.090783456 0.119251055
Chr_03 5850000 0.1324748876 0.095461313 0.082066235 0.108856391
Chr_03 5900000 0.111795234 0.0931666415 0.081644693 0.10468859
Chr_03 5950000 0.1204647896 0.102942322 0.092193065 0.113691579
Chr_03 6000000 0.1308871732 0.1056921305 0.091614223 0.119770038
Chr_03 6050000 0.1326201032 0.09883592 0.084446777 0.113225063
Chr_03 6100000 0.1288382548 0.1000297375 0.088318636 0.111740839
Chr_03 6150000 0.1366506064 0.088280095 0.075148571 0.101411619
Chr_03 6200000 0.1348330796 0.085598749 0.073057147 0.098140351
Chr_03 6250000 0.1283935336 0.1025988545 0.090861163 0.114336546
Chr_03 6300000 0.1395377484 0.113769978 0.103066407 0.124473549
Chr_03 6350000 0.1273982876 0.1051751145 0.096609776 0.113740453
Chr_03 6400000 0.1196322248 0.100415956 0.089559851 0.111272061
Chr_03 6450000 0.1300850044 0.108267442 0.08776789 0.128766994
Chr_03 6500000 0.1267500052 0.104595868 0.087797412 0.121394324
Chr_03 6550000 0.1245529324 0.1082882555 0.093629637 0.122946874
Chr_03 6600000 0.15416186 0.1088418925 0.095116319 0.122567466
Chr_03 6650000 0.1554673616 0.103905552 0.094386849 0.113424255
Chr_03 6700000 0.1327505596 0.1011290145 0.090505975 0.111752054
Chr_03 6750000 0.1500134752 0.107983943 0.096837991 0.119129895
Chr_03 6800000 0.1537900936 0.0934512415 0.090187348 0.096715135
Chr_03 6850000 0.1589759472 0.0900633135 0.08537521 0.094751417
Chr_03 6900000 0.2030526944 0.1124578245 0.093883801 0.131031848
Chr_03 6950000 0.2084081584 0.113593879 0.096563797 0.130623961
Chr_03 7000000 0.1901204416 0.1089342885 0.091696976 0.126171601
Chr_03 7050000 0.1625256152 0.110190706 0.091692405 0.128689007
Chr_03 7100000 0.127168578 0.0995114635 0.089753515 0.109269412
Chr_03 7150000 0.132174222 0.0970469105 0.085938175 0.108155646
Chr_03 7200000 0.1511406504 0.102487675 0.085965377 0.119009973
Chr_03 7250000 0.1479550668 0.1060338735 0.089804793 0.122262954
Chr_03 7300000 0.143740766 0.10912886 0.091558738 0.126698982
Chr_03 7350000 0.1417003808 0.110409757 0.095365825 0.125453689
Chr_03 7400000 0.1322829944 0.1069739 0.094202125 0.119745675
Chr_03 7450000 0.140479454 0.1011396895 0.086246873 0.116032506
Chr_03 7500000 0.151777344 0.099765802 0.085716926 0.113814678
Chr_03 7550000 0.1495507416 0.1027903715 0.085671939 0.119908804
Chr_03 7600000 0.1099820028 0.087950752 0.077351839 0.098549665
Chr_03 7650000 0.1125104512 0.0862062125 0.076984564 0.095427861
Chr_03 7700000 0.1384755908 0.099222765 0.086562713 0.111882817
Chr_03 7750000 0.1342620308 0.11170858 0.101169117 0.122248043
Chr_03 7800000 0.1249892932 0.1094474695 0.102396197 0.116498742
Chr_03 7850000 0.1269315036 0.102901873 0.095699727 0.110104019
Chr_03 7900000 0.121074832 0.100409482 0.090423047 0.110395917
Chr_03 7950000 0.1033727776 0.0899495915 0.078192476 0.101706707
Chr_03 8000000 0.1092416864 0.0928377285 0.083933306 0.101742151
Chr_03 8050000 0.1214209392 0.1021336065 0.094207947 0.110059266
Chr_03 8100000 0.1209038952 0.0993118305 0.09165263 0.106971031
Chr_03 8150000 0.1436821712 0.105405141 0.097603818 0.113206464
Chr_03 8200000 0.1516974908 0.107360688 0.099891755 0.114829621
Chr_03 8250000 0.1344926588 0.1098041705 0.100243248 0.119365093
Chr_03 8300000 0.1272697824 0.1108737485 0.101000822 0.120746675
Chr_03 8350000 0.1351746732 0.108835737 0.09585622 0.121815254
Chr_03 8400000 0.1349136492 0.1064714155 0.097676708 0.115266123
Chr_03 8450000 0.1757810268 0.104602846 0.091270163 0.117935529
Chr_03 8500000 0.189950958 0.1066409615 0.090013948 0.123267975
Chr_03 8550000 0.1798757492 0.111370254 0.09768072 0.125059788
Chr_03 8600000 0.17589052 0.115098005 0.09627294 0.13392307
Chr_03 8650000 0.1415217136 0.1056825575 0.092820117 0.118544998
Chr_03 8700000 0.1479350828 0.107239595 0.091762633 0.122716557
Chr_03 8750000 0.172305118 0.1205908435 0.098313631 0.142868056
Chr_03 8800000 0.1594856204 0.118272695 0.095136763 0.141408627
Chr_03 8850000 0.1377458124 0.0983554635 0.074120545 0.122590382
Chr_03 8900000 0.1432550096 0.093479 0.077438053 0.109519947
Chr_03 8950000 0.1619201324 0.1046917235 0.091803254 0.117580193
Chr_03 9000000 0.1770329708 0.10659377 0.089871758 0.123315782
Chr_03 9050000 0.2040736044 0.110041408 0.093038951 0.127043865
Chr_03 9100000 0.2198158168 0.102244549 0.087956405 0.116532693
Chr_03 9150000 0.20669327 0.09355416 0.081857262 0.105251058
Chr_03 9200000 0.1259997688 0.0848687835 0.097235084 0.072502483
Chr_03 9250000 0.1113729248 0.091515262 0.100300123 0.082730401
Chr_03 9300000 0.1443471308 0.1329745955 0.116838555 0.149110636
Chr_03 9350000 0.1547184192 0.146153897 0.122268808 0.170038986
Chr_03 9400000 0.137083242 0.1201160385 0.095122854 0.145109223
Chr_03 9450000 0.138881242 0.1068608645 0.083267326 0.130454403
Chr_03 9500000 0.14771722 0.0989640655 0.085831253 0.112096878
Chr_03 9550000 0.16018787 0.108410837 0.087525837 0.129295837
Chr_03 9600000 0.116563706 0.085817084 0.062434156 0.109200012
Chr_03 9650000 0.1270275384 0.107194942 0.089752188 0.124637696
Chr_03 9700000 0.1643961324 0.124526587 0.092356237 0.156696937
Chr_03 9750000 0.1708205732 0.108696475 0.080288481 0.137104469
Chr_03 9800000 0.1406624244 0.0930427645 0.07793659 0.108148939
Chr_03 9850000 0.1412175876 0.093712521 0.077565781 0.109859261
Chr_03 9900000 0.1607093488 0.0979846045 0.080149442 0.115819767
Chr_03 9950000 0.1432122296 0.0925945365 0.080563487 0.104625586
Chr_03 10000000 0.1266197096 0.093787615 0.083206989 0.104368241
Chr_03 10050000 0.1529347508 0.1082641865 0.094503056 0.122025317
Chr_03 10100000 0.1588807108 0.1087988775 0.095027114 0.122570641
Chr_03 10150000 0.1612700328 0.096987347 0.07948318 0.114491514
Chr_03 10200000 0.160550348 0.0975879215 0.0769572 0.118218643
Chr_03 10250000 0.1422793364 0.100951334 0.086158084 0.115744584
Chr_03 10300000 0.140715198 0.106872652 0.098267676 0.115477628
Chr_03 10350000 0.1642510792 0.1181774805 0.10968336 0.126671601
Chr_03 10400000 0.200006592 0.103306019 0.094637742 0.111974296
Chr_03 10450000 0.2136617416 0.1005293855 0.0894652 0.111593571
Chr_03 10500000 0.2067504848 0.103066531 0.08899301 0.117140052
Chr_03 10550000 0.2138467856 0.108485875 0.093926428 0.123045322
Chr_03 10600000 0.1993497756 0.0970173525 0.083043186 0.110991519
Chr_03 10650000 0.1752199832 0.0954663975 0.079282403 0.111650392
Chr_03 10700000 0.16567691 0.1087087945 0.088458608 0.128958981
Chr_03 10750000 0.1350356136 0.0959468115 0.083407682 0.108485941
Chr_03 10800000 0.1037962456 0.078186307 0.066280213 0.090092401
Chr_03 10850000 0.1379212728 0.085105577 0.069896837 0.100314317
Chr_03 10900000 0.1895312556 0.098718991 0.08249605 0.114941932
Chr_03 10950000 0.1875650828 0.099735233 0.083705573 0.115764893
Chr_03 11000000 0.1962930348 0.1085109435 0.096364124 0.120657763
Chr_03 11050000 0.1936426032 0.106623173 0.094427867 0.118818479
Chr_03 11100000 0.1983470204 0.1034060235 0.08590535 0.120906697
Chr_03 11150000 0.18897933 0.094557874 0.081885997 0.107229751
Chr_03 11200000 0.1822730492 0.098276996 0.084470993 0.112082999
Chr_03 11250000 0.1823471052 0.1067309065 0.088143161 0.125318652
Chr_03 11300000 0.1865135832 0.106049969 0.090402896 0.121697042
Chr_03 11350000 0.2196997052 0.1054388245 0.084979532 0.125898117
Chr_03 11400000 0.2307543604 0.1060468755 0.084250818 0.127842933
Chr_03 11450000 0.2087128228 0.110137453 0.092201437 0.128073469
Chr_03 11500000 0.1451935624 0.0934579405 0.081155993 0.105759888
Chr_03 11550000 0.1077721976 0.084909319 0.077976508 0.09184213
Chr_03 11600000 0.1178166784 0.095433417 0.086420054 0.10444678
Chr_03 11650000 0.113491658 0.084415804 0.076390178 0.09244143
Chr_03 11700000 0.128595168 0.0873160785 0.078199134 0.096433023
Chr_03 11750000 0.1771708908 0.103244754 0.088489057 0.118000451
Chr_03 11800000 0.1773338132 0.095009109 0.081662304 0.108355914
Chr_03 11850000 0.1555408612 0.089367909 0.077119448 0.10161637
Chr_03 11900000 0.1820014588 0.1130724815 0.094163844 0.131981119
Chr_03 11950000 0.1791137408 0.1159337805 0.098077429 0.133790132
Chr_03 12000000 0.1765852532 0.111505863 0.099795441 0.123216285
Chr_03 12050000 0.2190263688 0.114737068 0.097851322 0.131622814
Chr_03 12100000 0.1949939232 0.106683426 0.087239605 0.126127247
Chr_03 12150000 0.1671720928 0.1053422215 0.08783356 0.122850883
Chr_03 12200000 0.1716224796 0.1039843485 0.092442568 0.115526129
Chr_03 12250000 0.171092642 0.0879166785 0.086265148 0.089568209
Chr_03 12300000 0.1770101756 0.083143134 0.080064517 0.086221751
Chr_03 12350000 0.228994574 0.0913549455 0.084513053 0.098196838
Chr_03 12400000 0.2222093048 0.0980244355 0.087809323 0.108239548
Chr_03 12450000 0.1959541068 0.0994108135 0.081235876 0.117585751
Chr_03 12500000 0.1666070908 0.093035337 0.083776504 0.10229417
Chr_03 12550000 0.1447425608 0.099033035 0.089184023 0.108882047
Chr_03 12600000 0.1752167748 0.105833133 0.086550917 0.125115349
Chr_03 12650000 0.161810856 0.1039871955 0.085724424 0.122249967
Chr_03 12700000 0.154849892 0.1029282825 0.09300529 0.112851275
Chr_03 12750000 0.1619239332 0.099021365 0.092348551 0.105694179
Chr_03 12800000 0.1683492828 0.102388264 0.086276639 0.118499889
Chr_03 12850000 0.1449974712 0.0972739745 0.085637077 0.108910872
Chr_03 12900000 0.1500929948 0.0973223025 0.093484079 0.101160526
Chr_03 12950000 0.2112862292 0.1113685935 0.114643704 0.108093483
Chr_03 13000000 0.2082769256 0.1073647145 0.10999736 0.104732069
Chr_03 13050000 0.164632294 0.112873519 0.131205923 0.094541115
Chr_03 13100000 0.1741252928 0.1147349285 0.138328752 0.091141105
Chr_03 13150000 0.155978946 0.124931217 0.083704817 0.166157617
Chr_03 13200000 0.1657666312 0.1192664045 0.083054728 0.155478081
Chr_03 13250000 0.1761569564 0.122768904 0.087446794 0.158091014
Chr_03 13300000 0.1758128092 0.121990021 0.083411652 0.16056839
Chr_03 13350000 0.1832770784 0.121272785 0.084198461 0.158347109
Chr_03 13400000 0.1679246488 0.1103844115 0.076279306 0.144489517
Chr_03 13450000 0.1184607192 0.0884390875 0.058120165 0.11875801
Chr_03 13500000 0.1692155304 0.114064931 0.082803501 0.145326361
Chr_03 13550000 0.1797151984 0.112090369 0.086784352 0.137396386
Chr_03 13600000 0.1943870896 0.107819776 0.092491638 0.123147914
Chr_03 13650000 0.208296136 0.1168714725 0.103475687 0.130267258
Chr_03 13700000 0.3067288932 0.1217251595 0.107430283 0.136020036
Chr_03 13750000 0.3486110652 0.107265534 0.091462513 0.123068555
Chr_03 13800000 0.3452037912 0.0995503485 0.082543336 0.116557361
Chr_03 13850000 0.2954333108 0.101851031 0.08223324 0.121468822
Chr_03 13900000 0.233407478 0.136575763 0.101980697 0.171170829
Chr_03 13950000 0.1575934656 0.1112657975 0.086168839 0.136362756
Chr_03 14000000 0.1526759064 0.10640278 0.075299499 0.137506061
Chr_03 14050000 0.1955962652 0.114075484 0.096329805 0.131821163
Chr_03 14100000 0.173376244 0.1073559335 0.105015352 0.109696515
Chr_03 14150000 0.1399405064 0.096638571 0.077467012 0.11581013
Chr_03 14200000 0.12963405 0.0918925055 0.074108772 0.109676239
Chr_03 14250000 0.1418869984 0.0961401475 0.07541692 0.116863375
Chr_03 14300000 0.1603158548 0.1010863535 0.077373652 0.124799055
Chr_03 14350000 0.1531425184 0.097849068 0.075829805 0.119868331
Chr_03 14400000 0.1413986384 0.084824023 0.068752198 0.100895848
Chr_03 14450000 0.1647110352 0.087017997 0.071562958 0.102473036
Chr_03 14500000 0.1766677076 0.086063119 0.06921381 0.102912428
Chr_03 14550000 0.1316075048 0.0764334385 0.062978295 0.089888582
Chr_03 14600000 0.1022614296 0.079550145 0.069660253 0.089440037
Chr_03 14650000 0.2012036136 0.113573118 0.090183653 0.136962583
Chr_03 14700000 0.2096177168 0.120960638 0.093301966 0.14861931
Chr_03 14750000 0.1644665812 0.107597047 0.089864137 0.125329957
Chr_03 14800000 0.1216416076 0.082139662 0.073904009 0.090375315
Chr_03 14850000 0.1210258616 0.0882964305 0.077362293 0.099230568
Chr_03 14900000 0.1299426492 0.0979210425 0.081155227 0.114686858
Chr_03 14950000 0.13243677 0.098880801 0.075273027 0.122488575
Chr_03 15000000 0.1598789372 0.1064433785 0.084880472 0.128006285
Chr_03 15050000 0.1470085964 0.099283801 0.086009863 0.112557739
Chr_03 15100000 0.1732067028 0.101837859 0.087142068 0.11653365
Chr_03 15150000 0.1588736648 0.0949729055 0.088672349 0.101273462
Chr_03 15200000 0.1513119636 0.0915571205 0.08567278 0.097441461
Chr_03 15250000 0.1823200748 0.098078698 0.084394723 0.111762673
Chr_03 15300000 0.191528444 0.098802 0.095484931 0.102119069
Chr_03 15350000 0.1838824208 0.0923825175 0.088529461 0.096235574
Chr_03 15400000 0.1700089332 0.0875261375 0.080509842 0.094542433
Chr_03 15450000 0.1622231528 0.089365918 0.085223696 0.09350814
Chr_03 15500000 0.1818107048 0.094109893 0.092221703 0.095998083
Chr_03 15550000 0.1386471436 0.0990639585 0.086954767 0.11117315
Chr_03 15600000 0.133953884 0.1001870095 0.089708725 0.110665294
Chr_03 15650000 0.1191034012 0.0981978475 0.084260066 0.112135629
Chr_03 15700000 0.1087032892 0.092882051 0.082562419 0.103201683
Chr_03 15750000 0.1100021816 0.091862321 0.085519546 0.098205096
Chr_03 15800000 0.1298806284 0.0939924585 0.091319776 0.096665141
Chr_03 15850000 0.1388409732 0.0940126405 0.091485566 0.096539715
Chr_03 15900000 0.115844432 0.090968132 0.086467866 0.095468398
Chr_03 15950000 0.1200120352 0.096318098 0.092058966 0.10057723
Chr_03 16000000 0.1606698684 0.103031628 0.092998084 0.113065172
Chr_03 16050000 0.1428680444 0.094091545 0.08551961 0.10266348
Chr_03 16100000 0.129339384 0.095685467 0.084853937 0.106516997
Chr_03 16150000 0.145355262 0.107520474 0.082782739 0.132258209
Chr_03 16200000 0.0926957844 0.0681918525 0.058871062 0.077512643
Chr_03 16250000 0.0870935924 0.0628133285 0.05845917 0.067167487
Chr_03 16300000 0.15338422 0.1029434495 0.094200262 0.111686637
Chr_03 16350000 0.1655231384 0.1105347515 0.096423916 0.124645587
Chr_03 16400000 0.1520093428 0.118585991 0.08844055 0.148731432
Chr_03 16450000 0.1551367408 0.127367292 0.084879224 0.16985536
Chr_03 16500000 0.1668643576 0.122726254 0.08553408 0.159918428
Chr_03 16550000 0.1763822464 0.1183621695 0.092496502 0.144227837
Chr_03 16600000 0.1757885808 0.104407697 0.086944828 0.121870566
Chr_03 16650000 0.183450336 0.098668664 0.082893298 0.11444403
Chr_03 16700000 0.1865624596 0.118125089 0.096449454 0.139800724
Chr_03 16750000 0.1822945804 0.1336576625 0.108192507 0.159122818
Chr_03 16800000 0.1889090336 0.1336810035 0.110821957 0.15654005
Chr_03 16850000 0.096936504 0.0584619165 0.053057773 0.06386606
Chr_03 16900000 0.1048053764 0.0621491545 0.055689705 0.068608604
Chr_03 16950000 0.14146587 0.0826932845 0.075352963 0.090033606
Chr_03 17000000 0.0938854936 0.060800726 0.055818128 0.065783324
Chr_03 17050000 0.097140948 0.0631660085 0.059163024 0.067168993
Chr_03 17100000 0.1330794956 0.0837436 0.077218539 0.090268661
Chr_03 17150000 0.109477814 0.0743444465 0.065686706 0.083002187
Chr_03 17200000 0.1426661648 0.07994416 0.082840069 0.077048251
Chr_03 17250000 0.1427584596 0.083091409 0.082159203 0.084023615
Chr_03 17300000 0.1410891596 0.0776862775 0.072902723 0.082469832
Chr_03 17350000 0.156367128 0.0767353035 0.071181233 0.082289374
Chr_03 17400000 0.1754215824 0.0896492935 0.082279291 0.097019296
Chr_03 17450000 0.1992257696 0.105245616 0.092889061 0.117602171
Chr_03 17500000 0.23326848 0.119812507 0.10014455 0.139480464
Chr_03 17550000 0.1685675872 0.0940905115 0.084883211 0.103297812
Chr_03 17600000 0.0993851488 0.064246719 0.059593768 0.06889967
Chr_03 17650000 0.090385498 0.0626129145 0.054763897 0.070461932
Chr_03 17700000 0.1177868684 0.0871190195 0.072747613 0.101490426
Chr_03 17750000 0.145675568 0.0892667875 0.077427194 0.101106381
Chr_03 17800000 0.1911836204 0.097226593 0.086837641 0.107615545
Chr_03 17850000 0.142833592 0.0862924105 0.079047054 0.093537767
Chr_03 17900000 0.1301382088 0.0761565935 0.064295598 0.088017589
Chr_03 17950000 0.1288637348 0.084533281 0.065307691 0.103758871
Chr_03 18000000 0.1365042428 0.1068958835 0.084675997 0.12911577
Chr_03 18050000 0.2090337204 0.1023344925 0.084516286 0.120152699
Chr_03 18100000 0.225961496 0.099611899 0.086543486 0.112680312
Chr_03 18150000 0.3170412168 0.120626685 0.102106743 0.139146627
Chr_03 18200000 0.22384484 0.109200793 0.100186592 0.118214994
Chr_03 18250000 0.1571671712 0.1072387955 0.099703271 0.11477432
Chr_03 18300000 0.2076999316 0.109522118 0.09305308 0.125991156
Chr_03 18350000 0.2251797096 0.1141858235 0.094719741 0.133651906
Chr_03 18400000 0.288101172 0.1272648155 0.090333852 0.164195779
Chr_03 18450000 0.2369617048 0.1071122 0.077765728 0.136458672
Chr_03 18500000 0.21860941 0.1112360355 0.080657298 0.141814773
Chr_03 18550000 0.2315319292 0.126012151 0.088267439 0.163756863
Chr_03 18600000 0.1639236956 0.109290527 0.089061104 0.12951995
Chr_03 18650000 0.1443659312 0.1047371315 0.091227287 0.118246976
Chr_03 18700000 0.143296318 0.0806752475 0.070942308 0.090408187
Chr_03 18750000 0.1537089488 0.0910758805 0.076048424 0.106103337
Chr_03 18800000 0.141551672 0.111659469 0.091822638 0.1314963
Chr_03 18850000 0.1179539736 0.090834731 0.076508551 0.105160911
Chr_03 18900000 0.1223578644 0.0888134715 0.077979869 0.099647074
Chr_03 18950000 0.1353095048 0.100265962 0.092587104 0.10794482
Chr_03 19000000 0.1527819328 0.102191975 0.090603429 0.113780521
Chr_03 19050000 0.154181224 0.0959255515 0.080800041 0.111051062
Chr_03 19100000 0.153529352 0.094882995 0.07818727 0.11157872
Chr_03 19150000 0.161600936 0.103783413 0.086931805 0.120635021
Chr_03 19200000 0.1410691656 0.104591286 0.086959096 0.122223476
Chr_03 19250000 0.1197814684 0.0907199375 0.075530204 0.105909671
Chr_03 19300000 0.1313846832 0.0868647735 0.069097658 0.104631889
Chr_03 19350000 0.1713386876 0.102601578 0.084751623 0.120451533
Chr_03 19400000 0.1590895712 0.098264819 0.085879163 0.110650475
Chr_03 19450000 0.1689348424 0.0966395145 0.082269713 0.111009316
Chr_03 19500000 0.1905505272 0.0958378705 0.081298621 0.11037712
Chr_03 19550000 0.1676429432 0.1002820085 0.083153294 0.117410723
Chr_03 19600000 0.1457950252 0.1140277005 0.087751897 0.140303504
Chr_03 19650000 0.1184814464 0.0985684655 0.08283564 0.114301291
Chr_03 19700000 0.1325044976 0.102630326 0.086690416 0.118570236
Chr_03 19750000 0.1531319768 0.1001006665 0.086129766 0.114071567
Chr_03 19800000 0.154690992 0.098805024 0.092727966 0.104882082
Chr_03 19850000 0.205269578 0.107180276 0.094098468 0.120262084
Chr_03 19900000 0.2185828288 0.096144152 0.076023522 0.116264782
Chr_03 19950000 0.1865366228 0.0930274305 0.074819642 0.111235219
Chr_03 20000000 0.155217228 0.1033635195 0.088707385 0.118019654
Chr_03 20050000 0.1633020708 0.108086998 0.08907941 0.127094586
Chr_03 20100000 0.1608947404 0.0985270815 0.085209948 0.111844215
Chr_03 20150000 0.1662536716 0.1027091735 0.089063261 0.116355086
Chr_03 20200000 0.1558604432 0.0914773005 0.075686303 0.107268298
Chr_03 20250000 0.1488384504 0.085492458 0.07118831 0.099796606
Chr_03 20300000 0.1849481612 0.0977421295 0.086034726 0.109449533
Chr_03 20350000 0.2140482744 0.104038864 0.092030239 0.116047489
Chr_03 20400000 0.1518257876 0.106534794 0.09947477 0.113594818
Chr_03 20450000 0.1452893548 0.098164306 0.0899169 0.106411712
Chr_03 20500000 0.1408625852 0.098141815 0.085318387 0.110965243
Chr_03 20550000 0.1312783908 0.1005503955 0.085173877 0.115926914
Chr_03 20600000 0.1186980236 0.0879500405 0.069056845 0.106843236
Chr_03 20650000 0.1108386984 0.0852299425 0.066726237 0.103733648
Chr_03 20700000 0.108334004 0.090252026 0.079151814 0.101352238
Chr_03 20750000 0.129358644 0.0960773165 0.08080055 0.111354083
Chr_03 20800000 0.1491798504 0.1046038975 0.088004133 0.121203662
Chr_03 20850000 0.1667750908 0.107743112 0.089815077 0.125671147
Chr_03 20900000 0.1614293788 0.120443898 0.088071342 0.152816454
Chr_03 20950000 0.1609906184 0.1288036795 0.089090602 0.168516757
Chr_03 21000000 0.1751064468 0.1319992755 0.090230765 0.173767786
Chr_03 21050000 0.171314106 0.120942587 0.082225258 0.159659916
Chr_03 21100000 0.1786824784 0.1084226895 0.091535303 0.125310076
